atc,nameen,ddd,administration_route
J01DE02,cefpirome,4,P
L01XX19,irinotecan,,
S01CB,corticosteroids/antiinfectives/mydriatics in combination,,
G02CP06,soybeans,,
L01XX48,sonidegib,,
B02BC05,adrenalone,,
N01AA01,diethyl ether,,
B01AC01,ditazole,,
A12AA04,calcium carbonate,3,O
B05XC00,,,
A09AB,acid preparations,,
S01CA13,triamcinolone and anti-infectives,,
A10BX04,,,
R06AD09,isothipendyl,,
J01AA09,rolitetracycline,0.35,P
L01XC24,daratumumab,,
R05GB08,"metacyclin, combinations","0,6",O
J01GB10,ribostamycin,1,P
D11AX09,oxaceprol,,
D01AC08,ketoconazole,,
R06AA,aminoalkyl ethers,,
G03CD,"estrogenic, vaginal preparations",,
A06AB20,contact laxatives in combination,,
N06BX21,mebicar,,
J01GA01,streptomycin,1,P
M02AA19,flurbiprofen,,
A11HA31,calcium pantothenate,,
N05AL03,tiapride,0.4,O
C01DX55,"carbocromes, combinations",,
V01AA09,textiles,,
C03AB09,cyclothiazide and potassium,5,O
M04,antigout preparations,,
V04CX32,aminolevulinic acid,"1,4",O
P01AX11,nitazoxanide,1,O
J01CA18,hetacillin,2,O
N04AC01,benzatropine,2,O
J01DC03,cefamandole,6,P
G04CP55,"cure seeds, combinations",,
A11DB,vitamin b1 in combination with vitamin b6 and/or vitamin b12,,
N06DA04,galantamine,16,O
A08A,"antiobesity preparations, excl. diet products",,
D07BC07,fludroxycortide and antiseptics,,
A06AD,osmotically acting laxatives,,
V03AN05,medical air,,
S02CA25,fluocinolone acetonide and ciprofloxacin,,
R06AX22,ebastine,10,O
R05CP04,asarum rootstock,,
A07EC04,balsalazide,6.75,O
D03AH,homeopathic and anthroposophic wound dressings,,
C01BD06,tedisamil,,
C01DA05,pentaerithrityl tetranitrate,0.12,O
A11EX,"vitamin b-complex, other combinations",,
J01CR05,piperacillin and beta-lactamase inhibitor,14,P
A10BB05,tolazamide,0.5,O
L01XC07,bevacizumab,,
M01AH03,valdecoxib,10,O
G01AF04,miconazole,0.1,V
V03AX03,cobicistat,0.15,O
A06AB58,"sodium picosulfate, combinations",,
C02AA53,"combinations of rauwolfia alkoloids, combinations",,
A05AP05,mint,,
V08AB10,iomeprol,,
RO5X,,,
J01CA15,talampicillin,2,O
A07AX01,broxyquinoline,,
G01AA01,nystatin,0.1,V
A06AB13,aloe,,
R05F,"cough suppressants and expectorants, combinations",,
C07BB27,bisoprolol and hydrochlorothiazide,,
A10AD,"insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",,
R03AC07,isoetarine,,
N05CP01,valerian root**,7,O
N04BC01,bromocriptine,40,O
S01GX10,epinastine,,
C05AD06,oxetacaine,,
C04AH20,mixes,,
N02CH,homeopathic and anthroposophical migrant means,,
H01A,anterior pituitary lobe hormones and analogues,,
H01CB,somatostatin and analogues,,
C02KP02,mistletoe,,
C02LA01,reserpine and diuretics,,
G04CA,alpha-adrenoreceptor antagonists,,
V04CH02,indigo carmine,,
C01BC08,encainide,0.1,O
A16AX12,trientine,,
J02AA02,hachimycin,,
V04CO03,per bnp test zone,,
C05AX07,cod liver oil,,
A06AA03,thin paraffin,,
D07AB06,fluorometholone,,
N01BB04,prilocaine,,
J01XA04,dalbavancin,1.5,P
A02XH01,nux fromica,,
V03AB26,methionine,,
J02AC05,isavuconazole,0.2,O
C01CA25,amezinium metilsulfate,30,O
R05CB12,tiopronine,,
R05CA05,althea root,1.6,O
L01XC01,edrecolomab,,
V06DB51,fats in combination with vitamins,,
G03FA14,dydrogesterone and estrogen,,
V09AB03,iodine ioflupane (123i),,
J07CA06,diphtheria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus,,
N06AF01,isocarboxazid,15,O
C05CX54,"division, combinations",,
S02CA03,hydrocortisone and antiinfectives,,
B05XB02,alanyl glutamine,,
C07AB14,landiolol,,
A07AB04,succinylsulfathiazole,,
C10AB08,ciprofibrate,0.1,O
B02BD03,factor viii inhibitor bypassing activity,,
D04AB54,"benzocaine, combinations",,
B01AB08,reviparin,1.43,P
B03AE02,"iron, multivitamins and folic acid",,
C05BZ05,digitoxin,,
D09AB,zinc bandages,,
J02AA01,amphotericin b,35,P
J01DC11,ceforanide,4,P
L02AE04,triptorelin,0.134,P
D07BA01,prednisolone and antiseptics,,
N02AB72,"pethidine, combinations with psycholeptics",,
N03AG03,aminobutyric acid,1,O
L01XA,platinum compounds,,
D05AX22,calcipotriol and betamethasone,,
S01CA53,prednisolone and oxytetracycline,,
J01XD03,ornidazole,1,P
C04AB,imidazoline derivatives,,
L01XC22,necitumumab,,
H04AA,glycogenolytic hormones,,
R01AX10,various,,
N02AE,oripavine derivatives,,
A10AE03,insulin (pork),40,P
G02CC,antiinflammatory products for vaginal administration,,
D01BA,antifungals for systemic use,,
J07BC01,"hepatitis b, purified antigen",,
B03BB51,"folic acid, combinations",,
R03DA53,"proxyphyllin, combinations excl. psycholeptics",,
M03AC04,atracurium,,
V04CJ02,protirelin,,
J01MA04,enoxacin,0.8,O
A07FA,antidiarrheal microorganisms,,
R01BA52,"pseudoephedrine, combinations",0.24,O
L03AB18,interferon gamma-1b,,
J05AX15,sofosbuvir,"0,4",O
N05BX,other anxiolytics,,
P01AB,nitroimidazole derivatives,,
N03AX21,retigabine,0.9,O
A05AX02,hymecromone,,
H03BA02,propylthiouracil,0.1,O
L03AA12,ancestim,1.4,P
M01AE16,alminoprofen,,
M01AE14,dexibuprofen,0.8,O
D04AX02,crotamiton,,
H03BA01,methylthiouracil,0.1,O
S01HA04,proxymetacaine,,
C03CC,aryloxyacetic acid derivatives,,
A03AB13,bevonium,0.2,O
R01BH01,loofah operculata,,
L02BB01,flutamide,0.75,O
L02AB02,medroxyprogesterone,1,O
V03AE02,sevelamer,6.4,O
A03CA42,tridihexethyl and psycholeptics,,
H01BB01,demoxytocin,100,O
A03CB37,xenytropium bromide and psycholeptics,,
D06BB04,podophyllotoxin,,
D07CD01,clobetasol and antibiotics,,
V08C,magnetic resonance imaging contrast media,,
C05CX02,naftazone,,
N06AA10,nortriptyline,30,P
C03BD01,theobromine,4,O
A04AD04,chlorobutanol,,
R02AH10,various,,
N03AF04,eslicarbazepine,0.8,O
J01CA51,"ampicillin, combinations",,
C02KH10,various,,
H05A,parathyroid hormones and analogues,,
B01AX04,dermatan sulfate,,
V04CH03,phenolsulfonphthalein,,
G01AX67,"bituminosulfonates, combinations",,
D07AC05,fluocortolone,,
A01AA,caries prophylactic agents,,
J05AF13,tenofovir alafenamide,25,O
B03AA20,mixes,,
A06AD14,pentaerithrityl,,
J07BX02,inactivated herpes simplex virus,,
C03BA12,clorexolone,,
C09CA01,losartan,50,O
C01CX07,xamoterol,0.4,O
A11EB,vitamin b-complex with vitamin c,,
V08AD03,propyliodone,,
N07C,antivertigo preparations,,
M05BX05,burosumab,,
M02BX08,iodine,,
A10BX08,mitiglinide,30,O
A07AX07,ethacridine lactate,,
S01J,diagnostic agents,,
A05BP01,milk thistle fruit**,"13,5",O
C05CA51,"rutoside, combinations",,
D04AH20,"homeopathic and anthroposophic antipruriginosa, combinations",,
A08AA62,bupropion and naltrexone,,
C01CA10,methoxamine,30,P
N02CC05,almotriptan,12.5,O
A01AD02,benzydamine,,
J01FF,lincosamides,,
R01AA10,metizoline,,
R01AA03,ephedrine,8,N
R03AK05,reproterol and sodium cromoglicate,,
G03FA,"progestogens and estrogens, fixed combinations",,
N01AB05,trichloroethylene,,
G04BH,homeopathic and anthroposophical urology,,
J01DD16,cefditoren,0.4,O
S01KA01,hyaluronic acid,,
L03AA14,lipegfilgrastim,0.3,P
B02BX,other systemic hemostatics,,
R03AK03,"fenoterol and cromoglicinic acid, disodium salt",,
H05BA04,elcatonin,,
V10BX01,strontium (89sr) chloride,,
C01CE,phosphodiesterase inhibitors,,
B01AC27,selexipag,1.8,O
V04CJ01,thyrotropin,,
B01AC19,beraprost,,
J01DD01,cefotaxime,4,P
A07AX06,furazolidone,,
D07AC08,fluocinonide,,
B05XX02,trometamol,,
V09EX03,xenon (133xe) gas,,
A12CC05,magnesium aspartate,,
G03AA13,norelgestromin and ethinylestradiol,,
L01BB07,nelarabine,,
C02DD,nitroferricyanide derivatives,,
G01AF14,propenidazole,,
V09BA,technetium (99mtc) compounds,,
R03AC15,reproterol,,
M02BP50,mixes,,
B02BD11,catridecacog,,
A03BA01,atropine,1.5,O
N02BZ,,,
L01XD06,efaproxiral,,
A10BX09,,,
L01XX05,hydroxycarbamide,,
D07XB04,fluorometholone,,
G02CC03,benzydamine,,
N07BB05,nalmefene,18,O
R03AC06,hexoprenaline,1.5,Inhal
M01CX02,sulfasalazine,2,O
S01EA51,"epinephrine, combinations",,
S01AA16,rifamycin,,
R02AA02,dequalinium,1.5,O
A03CA04,otilonium bromide and psycholeptics,,
J01CE01,benzylpenicillin,3.6,P
R05CA09,guaiacolsulfonate,,
P03AC01,pyrethrum,,
J06BB,specific immunoglobulins,,
S02AA09,chlorhexidine,,
D06BB13,foscarnet,12,T
J05AE08,atazanavir,0.3,O
G01,gynecological antiinfectives and antiseptics,,
P03AP51,"pyrethrum, combinations**",,
B06AA,enzymes,,
M02AX20,"organ extracts, incl. combinations",,
A13AA02,cod liver oil,30,O
G02BB02,nonoxinol 9,,
B03XH20,mixes,,
C10AX06,omega-3-triglycerides incl. other esters and acids,,
B05CA05,taurolidine,,
M01BX01,"enzymes, combinations",,
P02BX,other antitrematodal agents,,
V06BA50,"protein supplementary nutrition, combinations",,
L01XX57,plitidepsin,,
S01XB50,"other anticataractics, combinations",,
S01ED,beta blocking agents,,
C10AX09,ezetimibe,10,O
H02AB06,prednisolone,10,O
B01AB,heparin group,,
A11AB,"multivitamins, other combinations",,
S01FA54,"cyclopentolate, combinations",,
J01MA12,levofloxacin,0.5,O
V03AB27,4-dimethylaminophenol,,
R05CP09,eucalyptusol,,
A16AA04,mercaptamine,2,O
C07BA18,metipranolol and thiazides,,
G03AD,emergency contraceptives,,
V08D,ultrasound contrast media,,
M02AP01,arnica bleeds,,
A05BA17,ornithine aspartate,,
C09BA06,quinapril and diuretics,,
C07FX19,bupranolol and other agents,,
M01AX01,nabumetone,1,O
J05AE01,saquinavir,1.8,O
M02AX53,"dimethylsulfoxide, combinations",,
M02AD51,"propyl nicotinate, combinations",,
C01BD01,amiodarone,0.2,O
B05XX,other i.v. solution additives,,
H03AA02,liothyronine sodium,60,O
A12AA33,calcium orotate,,
A05AP08,bellwing rhizome,,
C01DX,other vasodilators used in cardiac diseases,,
N04BB,adamantane derivatives,,
C10AA07,rosuvastatin,10,O
C10BB01,clofibrate and nicotinic acid,,
C01AC55,"strophantine tincture/ol, combinations excl. psycholeptics",,
N05CF04,eszopiclone,,
A03CB02,belladonna total alkaloids and psycholeptics,,
S01XA09,iodoheparinate,,
A06AD99,,,
L03AX16,plerixafor,16.8,P
D11AB06,groundnut oil,,
M01CB02,sodium aurotiosulfate,14,P
B01AB05,enoxaparin,2,P
H05BA,calcitonin preparations,,
B05DB50,mixes,,
N06BA02,dexamfetamine,15,O
A10BD01,phenformin and sulfonylureas,,
V08AC08,sodium iopodate,,
N02BA12,potassium salicylate,7,O
S01H,local anesthetics,,
S01AX08,hexamidine,,
V70CC,individually manufactured parenteral infusion solutions containing virustatic agents,,
C01EB02,camphora,0.15,O
A11HA06,pyridoxal phosphate,,
R06AX02,cyproheptadine,12,O
J01DC06,cefonicid,1,P
C03XP,herbal diuretics,,
R05CB05,mesna,1.2,Inhal
N05A,antipsychotics,,
C03EA33,bendroflum ethiazide and amiloride,,
V04CZ09,silicones,,
R05DA11,dimemorfan,,
N05CP52,"kava-kava rhizome, combinations",,
A03AX11,caroverine,,
A01AP52,"camomile bleeding, combinations",,
A12CB06,zinc orotate,20,O
C01BC03,propafenone,0.3,O
V04CK,tests for pancreatic function,,
R06AX23,pimethixene,,
C07BA12,nadolol and thiazides,,
J02A,antimycotics for systemic use,,
A07BC51,"pectin, combinations",,
D06AX05,bacitracin,,
A10BA01,phenformin,0.1,O
C02KX01,bosentan,0.25,O
A16AA11,tiopronine,,
S02AA07,neomycin,,
C04AE54,"dihydroergocristine, combinations",,
J05AX69,sofosbuvir and velpatasvir,,
L01AB03,mannosulfan,,
V60B,anthroposophical,,
R03DH20,mixes,,
B01AC07,dipyridamole,0.2,P
G03BA,3-oxoandrosten (4) derivatives,,
A06AC59,"bassorin, combinations",,
V09IA09,technetium (99mtc) tilmanocept,,
V04CE02,sulfobromophthalein,,
A10XP01,guar flour**,,
N06DA,anticholinesterases,,
M02AP59,"rosemary oil, combinations",,
R05CA02,potassium iodide,1.2,O
P02CC02,oxantel,,
N06AB02,zimeldine,0.2,O
C02,antihypertensives,,
B06AA12,serrapeptase,,
P01BD01,pyrimethamine,75,O
C10AC04,colesevelam,3.75,O
A10AC,"insulins and analogues for injection, intermediate-acting",,
R04AH10,various,,
A10BD02,metformin and sulfonylureas,,
V04CC,tests for bile duct patency,,
S01F,mydriatics and cycloplegics,,
G02CH,other homeopathic and anthroposophic gynaecological drugs,,
C07BA05,propranolol and thiazides,,
S01BA01,dexamethasone,,
A03DA12,drofenin and analgesics,,
J04AB,antibiotics,,
D01AE51,"bromochlorosalicylanilide, combinations",,
C01AA,digitalis glycosides,,
V03AX50,"other therapeutic agents, combinations",,
R07AH20,mixes,,
G02AD,prostaglandins,,
P03AX10,various,,
D10AE01,benzoyl peroxide,,
C01CA22,arbutamine,,
A06AB30,contact laxatives in combination with belladonna alkaloids,,
S01AA03,neomycin,,
J05AB06,ganciclovir,3,O
A10AB03,insulin (pork),40,P
G03FB11,trimegestone and estrogen,,
A03AB03,oxyphenonium,25,O
L03AX71,"inosine, combinations",,
V04CM03,lutropin test zone,,
C01CH20,mixes,,
S02DA06,salicylates,,
D01AE68,"tolnaftat, combinations",,
J04BA,drugs for treatment of lepra,,
N05BP,herbal anxiolytics,,
N01B,"anesthetics, local",,
J05AG05,rilpivirine,25,O
H05BA02,calcitonin (pork natural),100,P
D10BX50,"other systemic acne remedies, combinations",,
M02BA55,"camphor, combinations",,
A14AA09,norethandrolone,,
N06BA03,metamfetamine,15,O
S01BA04,prednisolone,,
R05CP17,suߨolzwurzel,,
V04CX18,mononucleosis test zone,,
V03AZ,nerve depressants,,
A10AC04,insulin lispro,40,P
C01AA09,gitoformate,,
A16AB03,agalsidase alfa,1,P
B05AX41,erythrocytes without central pharmaceutical number,,
B02BC01,absorbable gelatin sponge,,
D08AJ59,"dodeclonium bromide, combinations",,
A07C,electrolytes with carbohydrates,,
V10,therapeutic radiopharmaceuticals,,
D11AX12,pyrithione zinc,,
L01CB01,etoposide,,
C02LC05,moxonidine and diuretics,,
A13,tonics,,
A02AB,aluminium compounds,,
S01XA87,"pentifylline, combinations",,
G01AB01,acetarsol,0.5,V
N01BB53,"mepivacaine, combinations",,
G01AE10,combinations of sulfonamides,,
R06AX29,bilastine,20,O
P01AB05,propenidazole,,
N03AG06,tiagabine,30,O
A03AB15,diphemanil,,
J01MA14,moxifloxacin,0.4,O
D10AX01,aluminium chloride,,
M05BX04,denosumab,0.33,P
C02N,combinations of antihypertensives in atc-gr. c02,,
D08AE,phenol and derivatives,,
C09DA09,azilsartan medoxomil and diuretics,,
V01AA10,flowers,,
S01BC03,diclofenac,,
S01AX10,sodium propionate,,
R05GB02,"tetracycline, combinations",1,O
D09AA67,"polihexanide, combinations",,
C05BZ59,"aescin, combinations",,
N06AG,monoamine oxidase a inhibitors,,
B03BA05,mecobalamin,1.5,O
A10BF01,acarbose,0.3,O
A15A,appetite-stimulating agents,,
V04CG01,cation exchange resins,,
A03HH,homeopathic and anthroposophic spasmolytics,,
A11DB03,"vitamin b1, vitamin b6 and vitamin b12",,
C04AX27,cinepazide,,
M02BB02,methyl salicylate,,
C04B,combinations of other peripheral vasodilators,,
V09HB02,indium (111in) tropolonate labelled cells,,
D07BC99,,,
M02AA56,"etofenamat, combinations",,
H03AA01,levothyroxine sodium,0.15,O
S01XA05,sodium edetate,,
C02DB02,hydralazine,0.1,O
A07DA02,opium,0.1,O
N02BB52,"metamizole sodium, combinations excl. psycholeptics",,
A02AD10,alumina in combination with magnesium hydroxide,,
R06AE51,"buclizine, combinations",,
J01G,aminoglycoside antibacterials,,
J01FA14,flurithromycin,0.75,O
L01XC02,rituximab,,
D04AA39,diphenylpyralin,,
V03AF04,calcium levofolinate,30,O
R04AX,other inhalates,,
N04BC10,lisuride,"1,3",O
M02AP58,"fir needle oil, combinations",,
MO2AX,,,
D05BX,other antipsoriatics for systemic use,,
S01HA05,procaine,,
R06AX05,antazoline,0.3,O
B05,blood substitutes and perfusion solutions,,
C05AF,killer,,
L04AC02,basiliximab,40,P
C05BA51,"heparinoid, combinations",,
N07CA,antivertigo preparations,,
A05AB20,mixes,,
C01AA04,digitoxin,0.1,O
A16AB09,idursulfase,,
S01FA56,"tropicamide, combinations",,
J01FA,macrolides,,
S02DC03,glycerol,,
N02AB07,sufentanil,"0,6",SL
V09IB01,indium (111in) pentetreotide,,
N05BA11,prazepam,30,O
V08BA01,barium sulfate with suspending agents,,
N05AC02,thioridazine,0.3,O
R06AX31,quifenadine,,
G01A,"antiinfectives and antiseptics, excl. combinations with corticosteroids",,
R03AH,combinations of adrenergics,,
D08AG03,iodine,,
P03BX,other insecticides and repellents,,
N04AA13,triperides,,
J01ED05,sulfamethoxypyridazine,0.5,O
V08AC04,adipiodone,,
A10BD10,metformin and saxagliptin,,
R02AB52,"tyrothricin, combinations",,
D07AA03,prednisolone,,
C03AA07,cyclopenthiazide,0.5,O
C03D,potassium-sparing agents,,
M01AC05,lornoxicam,12,R
C09BB05,ramipril and felodipine,,
J01MA17,prulifloxacin,0.6,O
C01EP,other herbal cardiac products,,
N06DX14,cyclandelate,"0,6",O
J01MB05,oxolinic acid,1,O
A03ED04,butinoline in combination with other agents,,
A02BX08,sulglicotide,,
C03AB01,bendroflumethiazide and potassium,2.5,O
A03CB38,butylscopolamine and psycholeptics,,
A07BC30,combinations,,
G03AA02,quingestanol and ethinylestradiol,,
C10BX02,pravastatin and acetylsalicylic acid,,
C07BB02,metoprolol and thiazides,,
A04AZ,,,
N06AX06,nefazodone,0.4,O
J01RA08,tetracycline and oleandomycin,,
H01CB01,somatostatin,6,P
D10AF52,"erythromycin, combinations",,
C07AA19,bupranolol,,
G04BH30,"homeopathic and anthroposophic remedies for erectile dysfunction, combinations",,
V09IB03,indium (111in) antiovariumcarcinoma antibody,,
R06AX33,hydroxyzine,,
G02CH20,"homeopathic and anthroposophic antidysmenorrhoids, combinations",,
G01AF16,omoconazole,,
J07BG01,"rabies, inactivated, whole virus",,
C01D,vasodilators used in cardiac diseases,,
D07AA,"corticosteroids, weak (group i)",,
A03CA06,bevonium and psycholeptics,,
A06AH02,alvimopan,,
S01XA52,"retinol, combinations",,
D11AC01,cetrimide,,
L02BX01,abarelix,3.6,P
R03DA50,"other xanthines, combinations excl. psycholeptics",,
L04AX02,thalidomide,0.1,O
A07F,antidiarrheal microorganisms,,
J01RA04,spiramycin and metronidazole,,
C02DA,thiazide derivatives,,
G01AA07,oxytetracycline,,
G03EA01,methyltestosterone and estrogen,,
V03AB08,sodium nitrite,,
V04CZ02,"mineral salts, combinations",,
L,antineoplastic and immunomodulating agents,,
J01MA,fluoroquinolones,,
A05BA66,"leucine, combinations",,
C07AB07,bisoprolol,10,O
J01DD15,cefdinir,0.6,O
N06AA08,dibenzepin,0.3,O
L01XE36,alectinib,,
C08EX01,lidoflazine,0.18,O
N05CM16,niaprazine,,
C04AX10,moxisylyte,,
R05DA01,ethylmorphine,50,O
J01DC07,cefotiam,4,P
B02BX01,etamsylate,,
V70AA,formulations for the treatment of opiate dependence,,
N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",,
H03BP51,"wolfstrap herb, combinations",,
P01BB51,"proguanil, combinations",,
S01AB02,sulfafurazole,,
M02BP01,pine needleol,,
J01GB,other aminoglycosides,,
R01AP56,"etheric oils, combinations",,
R03DA05,aminophylline,0.6,O
C10BA03,pravastatin and fenofibrate,,
S01BA03,cortisone,,
S03CA,corticosteroids and antiinfectives in combination,,
C04AH10,various,,
C05CP53,"goldenrod, combinations",,
M01AG02,tolfenamic acid,0.3,O
R01AX11,diphenylpyralin,,
J05AR19,"emtricitabine, tenofovir alafenamide and rilpivirine",,
L01XE01,imatinib,,
R05DA05,opium alkaloids with morphine,,
M01AB12,difenpiramide,,
D01AC12,fenticonazole,,
N06AX25,hyperici herba,,
A03AX07,proxazole,,
A13AP01,eleutherococcus root,,
C03E,diuretics and potassium-sparing agents in combination,,
M03BX08,cyclobenzaprine,,
A12CC06,magnesium lactate,,
A10BK03,empagliflozin,17.5,O
A11JA,combinations of vitamins,,
M02AD52,"benzyl nicotinate, combinations",,
N03AG02,valpromide,1.5,O
D05AA52,"coal tar, combinations",,
G03DD01,progesterone,,
D02AP02,olive oil,,
C03CB,sulfonamides and potassium in combination,,
N05CD10,quazepam,15,O
M03BA04,styramate,0.5,O
V04CA07,"glucose ketone test zone, urine",,
L04AA06,mycophenolic acid,2,O
D01AA02,natamycin,,
N05AC04,pipotiazine,10,O
N03AA02,phenobarbital,0.1,O
P01CX04,miltefosin,,
V08CB,superparamagnetic contrast media,,
D05B,antipsoriatics for systemic use,,
S03AA08,chloramphenicol,,
B05CX10,combinations,,
A03BB05,cimetropium bromide,,
M09AX06,eteplirsen,,
V04CX03,fluorescein,,
B05AA06,gelatin agents,,
G03AB01,megestrol and ethinylestradiol,,
S01EA03,apraclonidine,,
H03BC02,sodium perchlorate,,
G01AF19,sertaconazole,,
N05CA20,etallobarbital,,
J07BD01,"measles, live attenuated",,
P01CA,nitroimidazole derivatives,,
C05CA,bioflavonoids,,
R05CP15,woollen flowers,,
R05XH52,"ferrum phosphoricum, combinations",,
V08CA01,gadopentetic acid,,
A05BA06,ornithine oxoglurate,,
N06BA,centrally acting sympathomimetics,,
C02LC,imidazoline receptor agonists in combination with diuretics,,
A10BB04,glibornuride,38,O
G03HA,"antiandrogens, plain",,
J01DD,third-generation cephalosporins,,
L03AB07,interferon beta-1a,4.3,P
R03DC01,zafirlukast,40,O
J01DD05,cefmenoxime,2,P
J05AR11,"lamivudine, tenofovir disoproxil and efavirenz",,
S01BC05,ketorolac,,
C05BZ06,benzarone,,
A06AB04,phenolphthalein,0.2,O
N02AA55,oxycodone and naloxone,75,O
V07AD01,control solutions,,
J01MB01,rosoxacin,0.3,O
R02AD01,benzocaine,,
C05AX01,aluminium preparations,,
V06CA,nutrients without phenylalanine,,
B05CB01,sodium chloride,,
J01EE05,sulfadimidine and trimethoprim,,
N06DX15,xantinol nicotinate,"0,9",O
V03AB15,naloxone,,
A08AA13,phenylpropanolamine,,
N02CX57,"paracetamol, combinations",,
